407,Oregano,Fresh,963.45
408,Pail,"4l White, With Handle",731.67
409,Paper Cocktail Umberlla 80,180,913.11
410,Parsley Italian,Fresh,709.97
411,Pasta,"Elbows, Macaroni, Dry",28.3
412,Pasta,"Fett Alfredo, Single Serve",385.98
413,Pasta,"Penne Primavera, Single",731.98
414,Pasta,"Elbows, Macaroni, Dry",110.08
415,Pasta,"Penne, Lisce, Dry",38.25
416,Pasta,Agnolotti - Butternut,648.63
417,Pasta,"Shells, Medium, Dry",299.93
418,Pasta,"Fett Alfredo, Single Serve",415.65
419,Pastry,Baked Cinnamon Stick,559.55
420,Pastry,Baked Cinnamon Stick,826.06
421,Pastry,Chocolate Chip Muffin,264.64
422,Pastry,Key Limepoppy Seed Tea,629.77
423,Pastry,Carrot Muffin - Mini,565.93
424,Pastry,Choclate Baked,162.02
425,Pastry,Apple Large,515.33
426,Pastry,Chocolate Chip Muffin,650.9
427,Pate,Cognac,686.3
428,Pate,Peppercorn,98.9
429,Pear,Halves,781.13
430,Pears,Bartlett,927.81
431,Pepper,Red Bell,464.49
432,Pepper,"Paprika, Hungarian",943.02
433,Pepper,Green,233.1
434,Pepper,Chili Powder,729.93
435,Pepper,Pablano,129.28
436,Pepper,"Black, Ground",728.32
437,Pepper,Chilli Seeds Mild,917.4
438,Pepper,"Black, Crushed",317.72
439,Pepper,"Chipotle, Canned",446.89
440,Peppercorns,Green,855.85
441,Peppercorns,Pink,385.63
442,Pepsi,"Diet, 355 Ml",203.1
443,Pickle,Dill,587.93
444,Pickles,Gherkins,615.72
445,Pie Filling,Cherry,87.36
446,Pie Shell,5,312.56
447,Pie Shell,9,76.39
448,Pineapple,Golden,563.39
449,Pineapple,Golden,145.91
450,Pineapple,Regular,973.38
451,Placemat,"Scallop, White",854.26
452,Pop,Club Soda Can,394.1
453,Pork,"Bacon, Sliced",108.12
454,Pork,Liver,356.99
455,Pork,Inside,474.1
456,Pork,"Back, Long Cut, Boneless",336.55
457,Pork,Smoked Kassler,749.2
458,Pork,Shoulder,120.2
459,Pork,"Loin, Bone - In",600.68
460,Pork,"Butt, Boneless",985.28
461,Pork,Caul Fat,539.72
462,Pork,Suckling Pig,669.18
463,Pork,Backfat,960.2
464,Pork,"Sausage, Medium",338.26
465,Pork,"Back, Short Cut, Boneless",38.27
466,Pork,Smoked Back Bacon,169.72
467,Pork,Belly Fresh,242.68
468,Pork Loin Bine,In Frenched,949.1
469,Port,74 Brights,190.8
470,Potatoes,Mini White 3 Oz,3.22
471,Potatoes,Fingerling 4 Oz,610.22
472,Potatoes,Mini Red,270.89
473,Prunes,Pitted,497.83
474,Puff Pastry,Sheets,804.78
475,Puree,Kiwi,950.86
476,Puree,Kiwi,368.74
477,Puree,Kiwi,740.07
478,Quail,Jumbo Boneless,448.62
479,Raisin,Golden,123.76
480,Rappini,Andy Boy,427.65
481,Raspberries,Frozen,37.92
482,Rice,Sushi,500.07
483,Rice,Long Grain,317.77
484,Rosemary,Fresh,861.38
485,Rosemary,"Primerba, Paste",746.21
486,Rum,Mount Gay Eclipes,852.15
487,Rum,"Dark, Bacardi, Black",283.23
488,Rum,"Coconut, Malibu",258.87
489,Rum,"Dark, Bacardi, Black",345.57
490,Sage,Ground,747.39
491,Salami,Genova,391.57
492,Salmon,"Whole, 4 - 6 Pounds",445.83
493,Salmon,"Atlantic, Skin On",730.57
494,Salmon,Fillets,593.81
495,Salmon Steak,Cohoe 8 Oz,924.41
496,Salt,Seasoned,255.86
497,Salt,Seasoned,535.18
498,Sambuca,Opal Nera,397.23
499,Sauce,"Soya, Dark",906.78
500,Sauce,"Apple, Unsweetened",787.51
501,Sauce,"Soya, Light",463.12
502,Sauce,Fish 25 Ozf Bottle,802.73
503,Sauce,Demi Glace,382.93
504,Sauce,Caesar Dressing,472.75
505,Sauce,Ranch Dressing,883.77
506,Sauce,Chili,151.2
507,Sauce,Hoisin,986.84
508,Sauce,"Bernaise, Mix",960.13
509,Sauce,Rosee,162.39
510,Sauce,Caesar Dressing,490.77
511,Sausage,Breakfast,886.03
512,Sausage,Breakfast,577.94
513,Scotch,Queen Anne,737.66
514,Scotch,Queen Anne,574.57
515,Sea Bass,Fillets,211.15
516,Seedlings,"Mix, Organic",204.73
517,Seedlings,"Mix, Organic",185.83
518,Sherry,Dry,463.03
519,Shopper Bag,S - 4,677.02
520,Shrimp,Prawn,259.05
521,Shrimp,Black Tiger 8 - 12,844.07
522,Shrimp,"16/20, Iqf, Shell On",560.13
523,Shrimp,Tiger 21/25,23.47
524,Skirt,29 Foot,811.89
525,Sobe,Orange Carrot,525.08
526,Sobe,Green Tea,443.62
527,Soup,"Campbells, Cream Of",99.29
528,Soup,Campbells Tomato Ravioli,117.44
529,Soup,"Clam Chowder, Dry Mix",645.46
530,Soup,Cream Of Broccoli,730.22
531,Soup,Campbells - Tomato,426.7
532,Soup,Campbells Pasta Fagioli,704.56
533,Soup,"Campbells, Cream Of",956.9
534,Soup,French Can Pea,338.77
535,Soup,Campbells Chicken,471.22
536,Soup,Campbells Beef Stew,362.97
537,Soup,"Knorr, Country Bean",26.51
538,Soup,Chicken And Wild Rice,204.05
539,Soup,"Campbells, Classic Chix",925.88
540,Soup,"Knorr, Chicken Noodle",920.41
541,Sour Puss,Tangerine,541.13
542,Sparkling Wine,"Rose, Freixenet",278.39
543,Sparkling Wine,"Rose, Freixenet",895.93
544,Spice,Pepper Portions,633.03
545,Spice,Greek 1 Step,876.16
546,Spice,Greek 1 Step,505.45
547,Spice,Montreal Steak Spice,162.44
548,Sponge Cake Mix,Chocolate,172.22
549,Spoon,"Soup, Plastic",725.59
550,Sprouts,Baby Pea Tendrils,964.7
551,Sprouts,Peppercress,238.7
552,Squash,Acorn,230.53
553,Squid,U - 10 Thailand,334.13
554,Squid,U - 10 Thailand,487.03
555,Squid,U - 10 Thailand,95.56
556,Steampan,Half Size Shallow,299.21
557,Stock,"Veal, White",298.56
558,Stock,"Veal, White",753.85
559,Stock,"Beef, Brown",104.28
560,Strawberries,California,966.26
561,Straws,Cocktale,929.82
562,Straws,Cocktale,903.38
563,Sugar,Splenda Sweetener,601.05
564,Sugar,Invert,962.07
565,Sugar,Crumb,237.48
566,Swiss Chard,Red,636.89
567,Syrup,"Monin, Irish Cream",660.09
568,Syrup,Kahlua Chocolate,642.97
569,Syrup,Monin - Blue Curacao,181.49
570,Syrup,Pancake,607.27
571,Tarragon,Fresh,547.16
572,Tart,Raisin And Pecan,843.72
573,Tart,Pecan Butter Squares,262.75
574,Tart Shells,"Sweet, 2",456.62
575,Tart Shells,"Savory, 2",346.29
576,Tea,Apple Green Tea,877.56
577,Tea,Camomele,539.04
578,Tea,Earl Grey,867.75
579,Tea,Decaf Lipton,256.45
580,Tea,Herbal I Love Lemon,521.27
581,Tea,Herbal Orange Spice,311.94
582,Tea,Mint,965.81
583,Tea,Herbal - 6 Asst,537.7
584,Tea,Herbal - 6 Asst,86.31
585,Tea,Honey Green Tea,367.3
586,Tea,Vanilla Chai,115.44
587,The Pop Shoppe,Cream Soda,514.59
588,The Pop Shoppe,Cream Soda,661.78
589,The Pop Shoppe,Black Cherry,35.72
590,The Pop Shoppe,Black Cherry,654.53
591,Tofu,Soft,36.7
592,Tofu,Soft,968.07
593,Tomato,Green,130.57
594,Tomato,Green,525.18
595,Tomatoes,Roma,330.9
596,Tomatoes,Roma,896.19
597,Tomatoes,Roma,130.57
598,Tomatoes,Orange,395.22
599,Tomatoes,"Vine Ripe, Red",766.95
600,Tortillas,"Flour, 10",760.46
601,Tortillas,"Flour, 10",724.72
602,Tortillas,"Flour, 8",705.06
603,Tortillas,"Flour, 12",964.45
604,Towel,Roll White,211.38
605,Tray,16in Rnd Blk,315.07
606,Trout,Smoked,405.9
607,Trout,Smoked,820.73
608,Trout,"Hot Smkd, Dbl Fillet",673.56
609,Trout,"Hot Smkd, Dbl Fillet",726.4
610,Truffle,Peelings,804.57
611,Truffle Shells,Semi - Sweet,221.15
612,Truffle Shells,Semi - Sweet,300.51
613,Tuna,Sushi Grade,743.15
614,Tuna,Sushi Grade,558.67
615,Tuna,Loin,432.37
616,Turkey,"Breast, Boneless Sk On",71.88
617,Turnip,Mini,805.4
618,Veal,"Round, Eye Of",878.61
619,Veal,Insides Provini,850.04
620,Veal,Sweetbread,895.67
621,Veal,Liver,836.28
622,Veal,"Round, Eye Of",619.03
623,Veal,Provimi Inside,569.13
624,Veal,"Chops, Split, Frenched",237.79
625,Veal,Slab Bacon,890.17
626,Veal,Ground,43.36
627,Veal,"Chops, Split, Frenched",912.32
628,Veal,"Inside Round / Top, Lean",640.5
629,Veal,Insides Provini,907.67
630,Veal,"Insides, Grains",211.29
631,Veal,"Chops, Split, Frenched",325.91
632,Veal,"Brisket, Provimi,bnls",437.78
633,Veal,Loin,514.39
634,Veal,"Chops, Split, Frenched",831.92
635,Veal Inside,Provimi,197.51
636,Vegetable,Base,29.95
637,Venison,Liver,504.43
638,Vinegar,Champagne,936.83
639,Vinegar,White Wine,743.14
640,Vinegar,"Balsamic, White",220.41
641,Vinegar,Sherry,105.14
642,Vodka,Moskovskaya,879.11
643,Vodka,"Lemon, Absolut",572.38
644,Water,Spring Water 500ml,857.84
645,Water,San Pellegrino,924.71
646,Water,Spring 1.5lit,292.33
647,Water Chestnut,Canned,699.4
648,Wild Boar,Tenderloin,777.26
649,Wine,Conde De Valdemar,82.16
650,Wine,"Red, Cooking",566.47
651,Wine,Rosso Del Veronese Igt,134.45
652,Wine,Beringer Founders Estate,877.07
653,Wine,Barolo Fontanafredda,284.36
654,Wine,Sauvignon Blanc Oyster,474.0
655,Wine,"White, Cooking",698.85
656,Wine,"Red, Antinori Santa",479.4
657,Wine,Kwv Chenin Blanc South,800.88
658,Wine,Savigny - Les - Beaune,946.48
659,Wine,"Magnotta, Merlot Sr Vqa",821.12
660,Wine,Vineland Estate Semi - Dry,247.28
661,Wine,Balbach Riverside,83.72
662,Wine,Two Oceans Sauvignon,960.3
663,Wine,"White, Ej",955.14
664,Wine,Remy Pannier Rose,734.2
665,Wine,Charddonnay Errazuriz,757.46
666,Wine,Zinfandel California 2002,913.53
667,Wine,Magnotta - Pinot Gris Sr,381.49
668,Wine,"White, Pelee Island",340.98
669,Wine,German Riesling,165.48
670,Wine,Jafflin Bourgongone,279.03
671,Wine,Rhine Riesling Wolf Blass,784.98
672,Wine,Casablanca Valley,708.49
673,Wine,"Cahors Ac 2000, Clos",54.26
674,Wine,Vovray Sec Domaine Huet,284.21
675,Wine,Prosecco Valdobiaddene,104.49
676,Wine,Valpolicella Masi,906.11
677,Wine,Stoneliegh Sauvignon,609.27
678,Wine,Soave Folonari,23.85
679,Wine,"Red, Wolf Blass, Yellow",334.33
680,Wine,Coteaux Du Tricastin Ac,497.45
681,Wine,"White, Lindemans Bin 95",609.59
682,Wine,"Red, Lurton Merlot De",709.9
683,Wine,Prosecco Valdobiaddene,157.68
684,Wine,Fume Blanc Fetzer,162.34
685,Wine,Prosecco Valdobienne,498.92
686,Wine,Cousino Macul Antiguas,154.72
687,Wine,Masi Valpolocell,373.17
688,Wine,Cave Springs Dry Riesling,485.2
689,Wine,Lou Black Shiraz,134.8
690,Wine,"Red, Black Opal Shiraz",363.18
691,Wine,Barossa Valley Estate,661.84
692,Wine,Conde De Valdemar,658.59
693,Wine,"White, Ej",214.94
694,Wine,"Red, Harrow Estates, Cab",791.37
695,Wine,Gato Negro Cabernet,217.19
696,Wine,Delicato Merlot,260.35
697,Wine,Vineland Estate Semi - Dry,703.62
698,Wine,Toasted Head,229.06
699,Wine,"White, Colubia Cresh",341.51
700,Wine,Wyndham Estate Bin 777,87.94
701,Wine,Niagara Peninsula Vqa,373.01
702,Wine,"Bourgogne 2002, La",342.57
703,Wine,Crozes Hermitage E.,64.01
704,Wine,Riesling Alsace Ac 2001,874.36
705,Wine,Vovray Sec Domaine Huet,631.3
706,Wine,Baron De Rothschild,291.15
707,Wine,Fontanafredda Barolo,175.4
708,Wine,"White, Ej",519.86
709,Wine,Zinfandel California 2002,190.78
710,Wine,Vidal Icewine Magnotta,186.19
711,Wine,Cava Aria Estate Brut,651.58
712,Wine,Pinot Grigio Collavini,467.59
713,Wine,Sawmill Creek Autumn,159.87
714,Wine,Toasted Head,933.65
715,Wine,"Niagara,vqa Reisling",900.32
716,Wine,"White, Riesling, Henry Of",242.09
717,Wine,Zinfandel Rosenblum,401.46
718,Wine,Fume Blanc Fetzer,511.64
719,Wine,"White, Ej",376.93
720,Wine,Casillero Deldiablo,850.43
721,Wine,Chenin Blanc K.w.v.,894.31
722,Wine,Shiraz Wolf Blass Premium,212.77
723,Wine,Sawmill Creek Autumn,581.68
724,Wine,Trimbach Pinot Blanc,513.02
725,Yeast,"Fresh, Fleischman",389.9
726,Yogurt,"Cherry, 175 Gr",819.49
727,Yogurt,"Blueberry, 175 Gr",61.14
728,Yogurt,"Blueberry, 175 Gr",103.45
729,Yogurt,French Vanilla,180.9
730,Zucchini,Green,760.53
